,listing_id,num_rooms,square_meters,renovation,ceiling_height,garbage_chute,house_size,flat_floor,type_of_building,price_per_month,deposit,utility_bills,rental_period,prepayment,metro,balcony_count,loggia_count,combined_bathroom_count,separated_bathroom_count,windows_street,windows_yard,kids_allowded,pets_allowded,is_dishwasher,is_internet,is_air_conditioner,is_bathtub,is_shower,is_tv,is_furniture_in_kitchen,is_washing_machine,is_furniture_in_rooms,is_fridge,is_phone,passenger_elevator_capacity,cargo_elevator_capacity,square_meters_rounded,parking_mult_lev,roof_parking,ground_parking,parking_unknown,parking_open,undergr_parking
1188,268859198,3.0,60.0,4,2.7,0,25,18,0.3552198874087286,70000.0,105000.0,0.0,0,1.0,0.007245972911208962,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,4,60.0,0,0,0,1,0,0
1189,273810474,3.0,64.0,3,2.5,1,12,7,0.3552198874087286,70000.0,75000.0,0.0,0,1.0,0.005295134050498858,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,0,65.0,0,0,0,1,0,0
1190,273900158,3.0,80.0,2,2.74,1,22,9,0.3552198874087286,70000.0,70000.0,0.0,0,1.0,0.005295134050498858,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,2,1,80.0,0,0,1,0,0,0
1191,273500849,2.0,60.0,3,2.64,1,16,14,0.17852962488155621,70000.0,70000.0,0.0,0,1.0,0.005295134050498858,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,0,60.0,0,0,0,1,0,0
1192,274577066,2.0,58.0,3,2.74,1,14,9,0.3552198874087286,70000.0,70000.0,0.0,0,1.0,0.005295134050498858,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,60.0,0,0,0,1,0,0
1193,273630370,3.0,86.0,2,2.64,0,17,7,0.3552198874087286,75000.0,75000.0,0.0,0,1.0,0.005295134050498858,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,85.0,0,0,0,1,0,0
1194,250902653,3.0,95.0,2,2.64,1,17,15,0.3552198874087286,75000.0,75000.0,0.0,0,1.0,0.005295134050498858,0,2,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,0,95.0,0,0,1,0,0,0
1195,273457565,2.0,70.0,3,2.64,1,16,16,0.17852962488155621,85000.0,85000.0,0.0,0,1.0,0.005295134050498858,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,0,70.0,0,0,0,1,0,0
1196,273187331,2.0,80.0,2,2.8,1,16,15,0.040633186555933336,90000.0,90000.0,0.0,0,1.0,0.005295134050498858,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,80.0,0,0,0,0,1,0
1197,274933605,1.0,17.0,2,2.64,1,14,1,0.3552198874087286,25000.0,25000.0,0.0,0,1.0,0.007245972911208962,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,15.0,0,0,1,0,0,0
1198,274439993,1.0,38.7,3,2.7,1,12,1,0.3552198874087286,28000.0,28000.0,0.0,0,1.0,0.005295134050498858,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,40.0,0,0,1,0,0,0
1199,245892892,1.0,15.0,2,2.64,0,5,1,0.19240844991917952,28990.0,28990.0,0.0,0,1.0,0.007245972911208962,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,15.0,0,0,0,1,0,0
1200,273388536,1.0,20.0,3,2.7,0,25,3,0.13204392174349255,30000.0,30000.0,0.0,0,1.0,0.007245972911208962,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,20.0,0,0,0,1,0,0
1201,262578078,1.0,40.0,3,2.64,1,19,13,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.005295134050498858,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,1,40.0,0,0,0,1,0,0
1202,274376478,1.0,35.0,3,2.64,0,5,4,0.19240844991917952,30000.0,30000.0,0.0,0,1.0,0.005295134050498858,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
1203,267918421,1.0,37.0,3,2.48,1,12,2,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.005295134050498858,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,1,0,0,0
1204,274217696,1.0,38.0,3,2.64,1,9,6,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.005295134050498858,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,40.0,0,0,1,0,0,0
1205,274904384,2.0,40.0,2,2.64,0,25,16,0.13204392174349255,30000.0,10000.0,0.0,0,1.0,0.0015606710885680843,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,1,0,0
1206,274805048,1.0,22.0,2,2.8,1,16,7,0.17852962488155621,34999.0,34999.0,0.0,0,1.0,0.005295134050498858,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,20.0,0,0,0,0,0,1
1207,274191056,1.0,35.0,3,2.64,1,16,6,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.005295134050498858,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,35.0,0,0,1,0,0,0
1208,260995763,2.0,40.0,3,2.64,1,14,4,0.09018449361797001,35000.0,35000.0,0.0,0,1.0,0.005295134050498858,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,2,0,40.0,0,0,1,0,0,0
1209,210265717,2.0,42.0,3,2.64,1,9,1,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0031770804302993145,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,40.0,0,0,0,1,0,0
1210,274478260,1.0,36.0,3,2.64,1,9,1,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0031770804302993145,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
1211,254637133,2.0,44.0,3,2.64,1,5,1,0.19240844991917952,35000.0,35000.0,0.0,0,1.0,0.005295134050498858,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1212,274447346,1.0,38.4,3,2.64,1,17,10,0.3552198874087286,35000.0,20000.0,0.0,0,1.0,0.004236107240399086,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,40.0,0,0,1,0,0,0
1213,274917513,1.0,38.0,3,2.64,0,17,4,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.005295134050498858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,40.0,0,0,0,1,0,0
1214,266279009,2.0,50.0,2,2.64,0,14,14,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.0015606710885680843,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,50.0,0,0,0,1,0,0
1215,274235912,1.0,39.0,3,2.85,0,24,9,0.17852962488155621,37000.0,37000.0,0.0,0,1.0,0.007245972911208962,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,40.0,0,0,0,1,0,0
1216,272424691,3.0,93.0,1,2.64,0,25,23,0.040633186555933336,120000.0,120000.0,0.0,0,1.0,0.008026308455493006,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,2,2,95.0,0,0,0,1,0,0
1217,274942364,2.0,59.0,3,2.64,1,19,16,0.17852962488155621,30000.0,30000.0,0.0,0,1.0,0.017446073240064655,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,2,0,60.0,0,0,0,1,0,0
1219,255115491,1.0,37.0,3,2.64,1,19,17,0.17852962488155621,28000.0,17000.0,0.0,0,1.0,0.017446073240064655,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
1220,216497825,1.0,36.0,2,2.64,1,19,12,0.13204392174349255,30000.0,30000.0,0.0,0,1.0,0.017446073240064655,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,35.0,0,0,1,0,0,0
1221,274271871,2.0,66.0,3,2.8,1,19,7,0.17852962488155621,38000.0,38000.0,0.0,0,1.0,0.0065771138732512125,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,65.0,0,0,1,0,0,0
1223,257646145,3.0,88.0,3,2.78,1,19,10,0.17852962488155621,40000.0,45000.0,0.0,0,1.0,0.008583690987124463,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,90.0,0,0,1,0,0,0
1224,274685028,4.0,85.0,3,2.64,0,2,1,0.13204392174349255,77000.0,38500.0,0.0,0,1.0,0.009642717797224235,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,85.0,0,0,0,1,0,0
1225,273519090,1.0,22.0,3,2.78,1,19,4,0.17852962488155621,21500.0,5000.0,0.0,0,1.0,0.0065771138732512125,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,20.0,0,0,1,0,0,0
1226,273620527,1.0,38.0,3,2.64,1,25,9,0.17852962488155621,30000.0,30000.0,0.0,0,1.0,0.008583690987124463,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,2,2,40.0,0,0,1,0,0,0
1227,270414553,1.0,45.0,3,2.5,1,19,19,0.17852962488155621,40000.0,35000.0,0.0,0,1.0,0.008583690987124463,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,45.0,0,0,0,1,0,0
1228,274926422,1.0,17.0,3,2.64,1,19,2,0.17852962488155621,17500.0,15000.0,0.0,0,1.0,0.017446073240064655,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,2,0,15.0,0,0,0,1,0,0
1229,273814873,3.0,73.3,3,2.7,1,19,5,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0065771138732512125,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,75.0,0,0,1,0,0,0
1230,274908327,1.0,31.5,2,2.4,0,9,6,0.3552198874087286,33000.0,15000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,30.0,0,0,1,0,0,0
1231,274575587,2.0,44.0,4,2.6,0,5,3,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,45.0,0,0,0,1,0,0
1232,274939158,2.0,48.0,3,2.64,0,5,3,0.3552198874087286,36000.0,36000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,50.0,0,0,1,0,0,0
1233,274573306,3.0,60.0,2,2.64,1,9,3,0.3552198874087286,62000.0,62000.0,0.0,0,1.0,0.009586979544061089,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,60.0,0,0,1,0,0,0
1234,218661596,1.0,35.0,3,2.64,0,5,5,0.13204392174349255,32000.0,32000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
1235,271679391,1.0,16.0,2,2.64,0,5,2,0.19240844991917952,32000.0,35000.0,0.0,0,1.0,0.009586979544061089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,15.0,0,0,0,1,0,0
1236,272078309,1.0,15.0,2,2.6,0,5,5,0.19240844991917952,32000.0,32000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,15.0,0,0,1,0,0,0
1237,274778746,2.0,45.0,3,2.64,0,5,4,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.004347583746725377,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,45.0,0,0,0,1,0,0
1238,195330574,1.0,36.0,2,2.64,1,12,3,0.09018449361797001,35000.0,35000.0,0.0,0,1.0,0.0046820132657042525,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,35.0,0,0,1,0,0,0
1239,274982288,2.0,42.0,3,2.64,0,5,1,0.3552198874087286,40000.0,20000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,40.0,0,0,1,0,0,0
1240,274815322,2.0,44.0,2,2.64,0,5,4,0.13204392174349255,47000.0,47000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1241,274246664,1.0,38.0,1,2.64,0,5,3,0.3552198874087286,31900.0,16000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,40.0,0,0,1,0,0,0
1242,274836039,2.0,42.0,3,2.64,1,9,2,0.09018449361797001,32000.0,32000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,40.0,0,0,1,0,0,0
1243,189384379,2.0,44.0,3,2.64,1,9,5,0.3552198874087286,33000.0,33000.0,0.0,0,1.0,0.009586979544061089,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,45.0,0,0,0,1,0,0
1244,274140997,1.0,38.0,3,2.64,1,17,8,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
1245,274549695,2.0,57.0,2,2.7,1,18,6,0.3552198874087286,51000.0,51000.0,0.0,0,1.0,0.009586979544061089,0,1,0,2,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,55.0,0,0,1,0,0,0
1246,274441400,1.0,38.0,3,2.64,0,16,2,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.017446073240064655,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,40.0,0,0,0,0,1,0
1247,274970133,1.0,32.0,3,2.64,1,9,2,0.3552198874087286,27000.0,27000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,30.0,0,0,0,1,0,0
1248,274102020,1.0,16.5,2,2.65,0,5,3,0.19240844991917952,29000.0,29000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,15.0,0,0,1,0,0,0
1249,274990340,1.0,18.0,2,2.65,0,5,2,0.19240844991917952,30000.0,30000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,20.0,0,0,1,0,0,0
1250,274894254,2.0,45.0,3,2.64,0,5,2,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,45.0,0,0,0,1,0,0
1251,269480341,2.0,50.0,3,2.64,1,14,5,0.19240844991917952,38000.0,19000.0,0.0,0,1.0,0.009586979544061089,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,0,50.0,0,0,1,0,0,0
1252,274775931,2.0,44.0,3,2.64,0,5,3,0.13204392174349255,40000.0,40000.0,0.0,0,1.0,0.0031770804302993145,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,45.0,0,0,1,0,0,0
1253,274990336,2.0,52.0,2,2.64,1,17,17,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.009586979544061089,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,50.0,0,0,1,0,0,0
1254,274345459,3.0,67.0,3,2.64,1,12,7,0.13204392174349255,45000.0,45000.0,0.0,0,1.0,0.0046820132657042525,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,65.0,0,0,0,1,0,0
1255,274773909,2.0,46.0,2,2.64,0,5,4,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,45.0,0,0,1,0,0,0
1256,274774047,2.0,74.0,2,2.64,1,9,4,0.3552198874087286,55000.0,55000.0,0.0,0,1.0,0.009586979544061089,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,75.0,0,0,1,0,0,0
1257,274798578,4.0,100.0,2,2.64,1,17,14,0.3552198874087286,95000.0,95000.0,0.0,0,1.0,0.009586979544061089,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,2,0,100.0,0,0,0,1,0,0
1258,274948330,1.0,25.0,3,2.64,1,9,4,0.09018449361797001,25000.0,25000.0,0.0,0,1.0,0.009586979544061089,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,25.0,0,0,0,1,0,0
1259,274947112,1.0,35.0,3,2.64,0,5,1,0.3552198874087286,27000.0,15000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,35.0,0,0,1,0,0,0
1260,273980565,1.0,15.0,4,2.64,0,5,1,0.19240844991917952,28000.0,28000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,15.0,0,0,0,1,0,0
1261,274921159,1.0,15.0,4,2.64,0,5,3,0.19240844991917952,28000.0,28000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,15.0,0,0,0,1,0,0
1263,266021349,1.0,35.0,3,2.64,1,12,12,0.3552198874087286,28000.0,28000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,2,0,35.0,0,0,1,0,0,0
1264,269025632,1.0,32.0,3,2.64,0,12,5,0.3552198874087286,29000.0,29000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,30.0,0,0,0,1,0,0
1265,274945968,1.0,16.0,2,2.64,0,5,3,0.19240844991917952,29990.0,15000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,15.0,0,0,1,0,0,0
1266,273584415,1.0,30.0,3,2.64,0,9,4,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.0046820132657042525,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,30.0,0,0,0,0,1,0
1267,274391820,1.0,33.0,3,2.64,0,9,3,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,35.0,0,0,0,0,1,0
1268,273967416,1.0,31.7,3,2.58,1,5,4,0.13204392174349255,30000.0,30000.0,0.0,0,0.0,0.009586979544061089,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,1,0,0,0
1269,273704193,1.0,37.0,3,2.64,0,5,3,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,35.0,0,0,1,0,0,0
1270,274892966,1.0,15.0,4,2.5,0,5,4,0.19240844991917952,30000.0,30000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,15.0,0,0,0,1,0,0
1271,274697586,1.0,39.0,3,2.64,0,14,10,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,40.0,0,0,0,1,0,0
1272,274968911,2.0,45.0,3,2.64,0,5,3,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1273,274550434,1.0,36.0,3,2.64,1,12,11,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
1274,207467243,2.0,44.0,3,2.64,0,5,3,0.3552198874087286,30000.0,32000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1275,264044317,1.0,30.7,3,2.64,0,5,2,0.09018449361797001,30000.0,30000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,30.0,0,0,1,0,0,0
1276,221535394,1.0,35.0,3,2.64,1,9,5,0.09018449361797001,32000.0,32000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,35.0,0,0,1,0,0,0
1277,267728665,1.0,16.0,4,2.4,0,5,2,0.19240844991917952,32000.0,32000.0,0.0,0,1.0,0.004347583746725377,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,15.0,0,0,0,1,0,0
1278,274192571,2.0,44.0,3,2.64,0,5,1,0.3552198874087286,32000.0,32000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1279,273966267,1.0,35.0,3,2.64,1,24,6,0.3552198874087286,33000.0,33000.0,0.0,0,1.0,0.009586979544061089,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,4,0,35.0,0,0,1,0,0,0
1280,271631834,1.0,33.0,3,2.64,1,9,3,0.09018449361797001,33000.0,33000.0,0.0,0,1.0,0.009586979544061089,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
1281,274950835,1.0,32.0,2,2.64,1,5,1,0.13204392174349255,33000.0,33000.0,0.0,0,1.0,0.0031770804302993145,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,30.0,0,0,1,0,0,0
1282,274654317,1.0,38.0,3,2.64,0,12,4,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,40.0,0,0,0,0,1,0
1283,274438265,1.0,32.0,2,2.64,0,5,2,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,30.0,0,0,0,1,0,0
1284,274898497,2.0,43.0,3,2.64,0,9,9,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0046820132657042525,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,45.0,0,0,0,1,0,0
1285,259683559,2.0,44.2,3,2.6,1,9,5,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,45.0,0,0,1,0,0,0
1286,270573717,2.0,44.0,3,2.64,0,5,1,0.3552198874087286,35000.0,30000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,1,0,0,0
1287,274925431,1.0,37.0,2,2.64,0,16,15,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.0031770804302993145,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
1288,274689340,1.0,32.0,3,2.64,0,5,2,0.09018449361797001,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,30.0,0,0,1,0,0,0
1289,274310200,2.0,43.0,2,2.64,0,4,4,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,1,0,0
1290,273877509,2.0,45.0,3,2.64,0,5,2,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
1291,273087515,1.0,35.0,4,2.6,0,12,6,0.3552198874087286,36000.0,36000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,35.0,0,0,0,1,0,0
1292,274832927,1.0,38.0,3,2.64,1,12,9,0.09018449361797001,36000.0,36000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
1293,274856131,1.0,32.0,4,2.7,0,5,2,0.09018449361797001,37000.0,37000.0,0.0,1,1.0,0.0031770804302993145,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,30.0,0,0,0,1,0,0
1294,274271485,2.0,38.0,3,2.64,1,9,6,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.009586979544061089,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,40.0,0,0,1,0,0,0
1295,274705506,2.0,45.0,3,2.64,1,12,4,0.09018449361797001,37000.0,37000.0,0.0,0,1.0,0.0031770804302993145,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,2,0,45.0,0,0,0,1,0,0
1296,274744504,1.0,38.0,3,2.64,1,16,16,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.009586979544061089,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,40.0,0,0,1,0,0,0
1297,256325624,1.0,33.0,2,2.64,1,9,1,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,35.0,0,0,1,0,0,0
1298,249412117,2.0,50.0,3,2.64,0,5,1,0.3552198874087286,38000.0,38000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,50.0,0,0,1,0,0,0
1299,274997766,1.0,40.0,3,2.64,1,12,5,0.09018449361797001,38000.0,38000.0,0.0,0,1.0,0.0031770804302993145,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
1300,274045818,2.0,45.0,4,2.6,0,5,1,0.3552198874087286,38000.0,38000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,45.0,0,0,0,1,0,0
1301,274878669,1.0,32.0,4,2.5,0,5,1,0.3552198874087286,38000.0,38000.0,0.0,0,1.0,0.009586979544061089,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,30.0,0,0,0,1,0,0
