,listing_id,num_rooms,square_meters,renovation,ceiling_height,garbage_chute,house_size,flat_floor,type_of_building,price_per_month,deposit,utility_bills,rental_period,prepayment,metro,balcony_count,loggia_count,combined_bathroom_count,separated_bathroom_count,windows_street,windows_yard,kids_allowded,pets_allowded,is_dishwasher,is_internet,is_air_conditioner,is_bathtub,is_shower,is_tv,is_furniture_in_kitchen,is_washing_machine,is_furniture_in_rooms,is_fridge,is_phone,passenger_elevator_capacity,cargo_elevator_capacity,square_meters_rounded,parking_mult_lev,roof_parking,ground_parking,parking_unknown,parking_open,undergr_parking
9921,267590679,1.0,30.0,0,2.64,0,24,4,0.13204392174349255,25000.0,15000.0,0.0,0,1.0,0.002898389164483585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,1,0,0
9922,274778561,1.0,33.0,3,2.48,0,5,5,0.3552198874087286,28000.0,28000.0,0.0,0,1.0,0.0027869126581572933,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
9923,273626820,1.0,14.0,3,2.64,1,5,2,0.19240844991917952,28000.0,28000.0,0.0,0,1.0,0.006967281645393233,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,15.0,0,0,0,1,0,0
9924,274840934,2.0,46.0,3,2.64,1,12,11,0.09018449361797001,30000.0,30000.0,0.0,0,1.0,0.0021737918733626886,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,2,0,45.0,0,0,0,1,0,0
9925,274794310,2.0,39.5,3,2.64,0,5,2,0.13204392174349255,30000.0,30000.0,0.0,0,1.0,0.0021737918733626886,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,40.0,0,0,0,1,0,0
9926,274459774,2.0,42.6,3,2.48,0,5,2,0.09018449361797001,30000.0,30000.0,0.0,0,1.0,0.0027869126581572933,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
9927,274094856,1.0,34.0,3,2.64,1,9,5,0.19240844991917952,33000.0,33000.0,0.0,0,1.0,0.005741040075804025,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
9928,274612628,2.0,46.0,3,2.48,0,5,1,0.09018449361797001,33000.0,33000.0,0.0,0,1.0,0.0027869126581572933,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,1,0,0,0
9929,232726277,2.0,44.0,3,2.48,0,5,2,0.09018449361797001,34000.0,34000.0,0.0,0,1.0,0.0007803355442840422,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,0,1,0,0
9930,274073161,1.0,31.0,4,2.64,0,5,3,0.19240844991917952,35000.0,35000.0,0.0,0,1.0,0.0007803355442840422,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,30.0,0,0,0,1,0,0
9931,271153259,1.0,39.0,4,2.7,0,12,9,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0021737918733626886,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,40.0,0,0,0,1,0,0
9932,273879049,1.0,33.0,4,2.6,0,5,1,0.09018449361797001,35000.0,35000.0,0.0,0,1.0,0.006967281645393233,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,35.0,0,0,0,1,0,0
9933,274568908,1.0,32.7,3,2.64,1,9,5,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0027869126581572933,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
9934,274804054,2.0,45.0,3,2.64,0,5,1,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.0021737918733626886,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,45.0,0,0,1,0,0,0
9935,255408033,1.0,35.0,3,2.64,1,16,4,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.006967281645393233,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
9936,203513579,1.0,35.0,3,2.64,1,9,5,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.005741040075804025,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,35.0,0,0,1,0,0,0
9937,273440272,1.0,37.0,1,2.64,1,17,1,0.09018449361797001,36000.0,36000.0,0.0,0,1.0,0.0027869126581572933,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,2,0,35.0,0,0,1,0,0,0
9938,274812025,1.0,32.0,3,2.64,1,12,5,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.0021737918733626886,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,30.0,0,0,0,1,0,0
9939,274968371,1.0,36.0,1,2.7,1,17,10,0.3552198874087286,37000.0,37000.0,0.0,0,2.0,0.0027869126581572933,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,35.0,0,0,1,0,0,0
9940,274640541,1.0,32.0,1,2.64,1,9,2,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.0027869126581572933,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,30.0,0,0,0,1,0,0
9941,273487686,2.0,48.0,3,2.48,0,5,4,0.09018449361797001,38000.0,42000.0,0.0,0,1.0,0.0021737918733626886,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,50.0,0,0,0,1,0,0
9942,274879097,1.0,40.7,3,2.64,1,24,11,0.17852962488155621,38000.0,38000.0,0.0,0,1.0,0.0027869126581572933,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,40.0,0,0,0,1,0,0
9944,273615768,1.0,39.0,3,2.64,1,12,4,0.3552198874087286,39000.0,39000.0,0.0,0,1.0,0.006967281645393233,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
9945,274968903,1.0,53.0,3,2.64,1,25,22,0.17852962488155621,40000.0,20000.0,0.0,0,1.0,0.006967281645393233,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,55.0,0,0,1,0,0,0
9946,270910163,1.0,38.0,3,2.64,1,17,7,0.09018449361797001,40000.0,40000.0,0.0,0,1.0,0.0027869126581572933,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,0,40.0,0,0,0,1,0,0
9947,274896961,3.0,65.0,2,2.64,0,12,7,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,65.0,0,0,1,0,0,0
9948,274698021,1.0,33.0,4,2.8,0,12,2,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,35.0,0,0,0,1,0,0
9949,274687515,1.0,33.0,2,2.64,1,12,2,0.13204392174349255,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,1,0,0,0
9950,273756851,1.0,36.0,4,2.7,0,16,9,0.3552198874087286,55000.0,55000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,35.0,0,0,0,0,0,1
9951,274497023,2.0,49.5,2,2.48,1,16,13,0.09018449361797001,55000.0,55000.0,0.0,0,1.0,0.008806643999777047,0,2,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,2,0,50.0,0,0,0,1,0,0
9952,274598349,1.0,36.0,3,2.64,0,18,9,0.13204392174349255,57000.0,57000.0,0.0,0,1.0,0.003622986455604481,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,35.0,0,0,0,1,0,0
9953,274571029,1.0,26.0,2,2.64,1,9,5,0.3552198874087286,28000.0,28000.0,0.0,1,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,25.0,0,0,1,0,0,0
9954,274809196,1.0,35.0,3,2.64,1,17,9,0.3552198874087286,30000.0,15000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
9955,274916506,1.0,37.0,3,2.64,1,17,9,0.3552198874087286,32000.0,32000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,2,0,35.0,0,0,0,1,0,0
9956,274091689,1.0,33.0,2,2.8,1,15,13,0.3552198874087286,36000.0,36000.0,0.0,0,0.0,0.008806643999777047,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,35.0,0,0,0,1,0,0
9957,274362405,2.0,50.0,2,2.64,1,9,9,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,50.0,0,0,1,0,0,0
9958,274394189,2.0,44.0,4,2.7,0,9,5,0.3552198874087286,50000.0,50000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,45.0,0,0,0,1,0,0
9959,274610877,3.0,72.0,2,2.8,1,24,23,0.17852962488155621,60000.0,65000.0,0.0,1,1.0,0.008806643999777047,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,1,70.0,0,0,1,0,0,0
9960,228320368,2.0,53.7,2,2.64,0,24,19,0.13204392174349255,70000.0,70000.0,0.0,0,1.0,0.0020065771138732514,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,55.0,0,0,0,1,0,0
9961,274939795,1.0,33.0,0,2.64,1,14,9,0.17852962488155621,15000.0,15000.0,0.0,0,1.0,0.008806643999777047,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.0,0,0,0,1,0,0
9962,274683612,1.0,38.0,3,2.64,0,9,4,0.3552198874087286,25000.0,25000.0,0.0,0,1.0,0.008806643999777047,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,40.0,0,0,0,1,0,0
9963,273518086,1.0,34.0,3,2.64,1,9,9,0.3552198874087286,25000.0,25000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
9964,274893916,1.0,38.0,3,2.64,1,9,1,0.3552198874087286,25000.0,10000.0,0.0,0,1.0,0.008806643999777047,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,40.0,0,0,1,0,0,0
9965,273517255,1.0,39.0,2,2.64,1,17,2,0.3552198874087286,28000.0,28000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,40.0,0,0,1,0,0,0
9966,274641048,1.0,39.0,4,2.7,0,12,2,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.008806643999777047,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,2,0,40.0,0,0,0,1,0,0
9967,190714033,1.0,35.0,3,2.48,1,12,6,0.3552198874087286,30000.0,30000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,35.0,0,0,0,1,0,0
9968,273978120,1.0,20.0,3,2.64,0,14,2,0.17852962488155621,32500.0,15000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,20.0,0,0,0,1,0,0
9969,274308951,1.0,33.5,2,2.64,0,12,6,0.3552198874087286,32000.0,32000.0,1000.0,0,0.0,0.003622986455604481,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,1,0,0
9970,270110651,1.0,34.0,1,2.64,1,9,5,0.3552198874087286,33000.0,36000.0,0.0,0,1.0,0.008806643999777047,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,35.0,0,0,0,1,0,0
9971,274876674,1.0,33.0,3,2.64,1,9,3,0.3552198874087286,33000.0,33000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,35.0,0,0,0,1,0,0
9972,245904294,1.0,20.0,1,2.64,1,14,2,0.17852962488155621,33000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,20.0,0,0,0,0,0,1
9973,271716657,1.0,40.0,3,2.64,1,17,7,0.3552198874087286,34000.0,35000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,40.0,0,0,0,1,0,0
9974,264369039,1.0,32.0,4,2.7,0,9,3,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,30.0,0,0,0,1,0,0
9975,267164796,1.0,17.0,4,2.7,0,12,2,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,2,0,15.0,0,0,0,1,0,0
9976,274906582,1.0,36.0,4,2.64,0,16,7,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,35.0,0,0,0,1,0,0
9977,274711873,1.0,40.0,4,2.6,0,9,3,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,40.0,0,0,0,1,0,0
9978,267865482,1.0,33.0,4,2.7,0,9,9,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,35.0,0,0,0,1,0,0
9980,256061787,1.0,39.0,3,2.64,1,12,5,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,40.0,0,0,1,0,0,0
9981,274794081,1.0,36.0,2,2.64,1,17,9,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,35.0,0,0,0,1,0,0
9982,274901045,1.0,37.0,3,2.64,1,9,9,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,35.0,0,0,1,0,0,0
9983,262845769,2.0,55.0,3,2.64,1,17,5,0.3552198874087286,35000.0,38000.0,0.0,0,1.0,0.003344295189788752,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,2,0,55.0,0,0,0,1,0,0
9984,273867231,2.0,50.0,2,2.64,1,9,6,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,50.0,0,0,0,1,0,0
9985,274130256,2.0,50.0,3,2.64,1,9,6,0.3552198874087286,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,50.0,0,0,1,0,0,0
9986,156382858,1.0,38.0,3,2.64,1,17,3,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.0020065771138732514,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,40.0,0,0,0,1,0,0
9987,268200263,1.0,35.0,3,2.64,1,9,7,0.13204392174349255,35000.0,35000.0,0.0,0,1.0,0.008806643999777047,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,35.0,0,0,0,1,0,0
9988,274526605,1.0,20.0,4,2.64,0,25,3,0.3552198874087286,36000.0,36000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4,20.0,0,0,0,0,0,1
9989,270237347,2.0,44.2,3,2.64,1,9,7,0.3552198874087286,36000.0,36000.0,0.0,0,1.0,0.008806643999777047,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,45.0,0,0,1,0,0,0
9990,274059065,1.0,32.0,4,2.64,0,9,5,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,30.0,0,0,0,1,0,0
9991,181238259,2.0,50.0,2,2.64,1,9,6,0.3552198874087286,37000.0,37000.0,0.0,0,1.0,0.003622986455604481,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,50.0,0,0,1,0,0,0
9992,272594569,1.0,40.0,4,2.6,0,9,6,0.3552198874087286,39000.0,39000.0,0.0,0,1.0,0.008806643999777047,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,40.0,0,0,0,1,0,0
9993,274956984,1.0,32.5,3,2.56,0,9,2,0.3552198874087286,39000.0,39000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,30.0,0,0,0,1,0,0
9994,268208169,2.0,58.0,3,2.64,1,17,1,0.3552198874087286,39000.0,39000.0,0.0,0,1.0,0.003622986455604481,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,60.0,0,0,1,0,0,0
9995,255252928,1.0,30.0,3,2.64,1,17,3,0.13204392174349255,39000.0,39000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,30.0,0,0,0,1,0,0
9998,274545651,2.0,52.0,4,2.64,0,17,9,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.002842650911320439,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,50.0,0,0,0,1,0,0
9999,269351503,2.0,51.0,4,2.5,0,12,3,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,50.0,0,0,0,1,0,0
10000,274260485,1.0,39.0,4,2.64,0,16,12,0.3552198874087286,40000.0,40000.0,0.0,1,1.0,0.008806643999777047,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,40.0,0,0,0,0,0,1
10001,274568871,2.0,45.0,3,2.65,1,12,8,0.09018449361797001,40000.0,40000.0,0.0,0,1.0,0.003622986455604481,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,2,0,45.0,0,0,0,0,1,0
10002,274086891,1.0,39.0,2,3.0,0,14,4,0.17852962488155621,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,40.0,0,0,0,0,0,1
10003,154006505,2.0,55.0,3,2.64,1,12,5,0.13204392174349255,40000.0,40000.0,0.0,0,1.0,0.003622986455604481,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,55.0,0,0,1,0,0,0
10004,271521568,2.0,58.0,3,2.64,1,17,4,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,2,0,60.0,0,0,0,1,0,0
10005,274856615,2.0,53.0,3,2.64,1,12,3,0.3552198874087286,40000.0,40000.0,0.0,0,1.0,0.008806643999777047,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,55.0,0,0,0,1,0,0
10006,273780062,2.0,50.0,3,2.64,1,12,6,0.3552198874087286,42000.0,42000.0,0.0,0,1.0,0.003622986455604481,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0,50.0,0,0,0,1,0,0
10007,268817376,2.0,47.0,4,2.7,0,12,4,0.3552198874087286,42000.0,42000.0,0.0,0,1.0,0.003622986455604481,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,45.0,0,0,0,1,0,0
10008,274930851,1.0,42.0,4,2.8,0,20,2,0.3552198874087286,42000.0,42000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,40.0,0,0,0,0,0,1
10010,274410800,1.0,39.0,3,2.64,1,14,3,0.17852962488155621,42000.0,42000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,40.0,0,0,1,0,0,0
10011,273576198,2.0,44.6,3,2.64,1,9,2,0.3552198874087286,42000.0,45000.0,0.0,0,1.0,0.008806643999777047,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,45.0,0,0,0,1,0,0
10012,274323276,2.0,48.0,4,2.64,0,9,9,0.3552198874087286,43000.0,43000.0,0.0,1,1.0,0.003622986455604481,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,50.0,0,0,0,1,0,0
10013,274642694,2.0,52.0,4,2.64,0,12,6,0.3552198874087286,44000.0,44000.0,0.0,0,1.0,0.003622986455604481,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,50.0,0,0,0,1,0,0
10014,157565898,2.0,62.0,3,2.64,0,12,6,0.3552198874087286,44000.0,44000.0,0.0,0,1.0,0.008806643999777047,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,1,60.0,0,0,1,0,0,0
10015,273406606,2.0,52.0,4,2.5,0,12,7,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.003622986455604481,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,50.0,0,0,0,1,0,0
10016,269726081,3.0,55.0,4,2.7,0,9,4,0.3552198874087286,45000.0,45000.0,0.0,0,1.0,0.008806643999777047,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,55.0,0,0,0,1,0,0
10017,164629758,2.0,54.0,2,2.48,1,16,15,0.09018449361797001,45000.0,45000.0,0.0,0,1.0,0.008806643999777047,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,55.0,0,0,1,0,0,0
10018,274777346,2.0,40.0,2,2.64,0,25,23,0.13204392174349255,45000.0,45000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,40.0,0,0,1,0,0,0
10019,274217337,2.0,52.0,1,2.64,1,12,11,0.3552198874087286,46000.0,46000.0,0.0,0,1.0,0.003622986455604481,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,0,50.0,0,0,1,0,0,0
10020,274422174,2.0,57.8,2,2.64,1,17,12,0.3552198874087286,47000.0,47000.0,0.0,0,1.0,0.003622986455604481,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,60.0,0,0,0,1,0,0
10021,264403989,2.0,52.0,3,2.48,1,12,3,0.3552198874087286,50000.0,25000.0,0.0,0,1.0,0.008806643999777047,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,2,0,50.0,0,0,0,1,0,0
10022,272454970,3.0,75.0,3,2.64,1,17,11,0.3552198874087286,50000.0,50000.0,0.0,0,1.0,0.003622986455604481,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,2,0,75.0,0,0,0,1,0,0
10023,268431365,2.0,54.0,2,2.64,1,17,16,0.3552198874087286,50000.0,50000.0,0.0,0,1.0,0.003622986455604481,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,0,55.0,0,0,0,1,0,0
10024,274192570,3.0,58.0,3,2.64,1,9,4,0.3552198874087286,50000.0,50000.0,0.0,0,1.0,0.003622986455604481,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,60.0,0,0,0,1,0,0
10025,273873284,3.0,61.0,4,2.64,0,9,4,0.3552198874087286,52000.0,52000.0,0.0,0,1.0,0.003622986455604481,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,60.0,0,0,0,1,0,0
10027,273434884,2.0,55.0,4,2.5,0,16,14,0.09018449361797001,58000.0,30000.0,0.0,0,1.0,0.008806643999777047,0,2,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,55.0,0,0,0,1,0,0
10028,274806413,2.0,45.0,4,2.7,0,25,21,0.3552198874087286,60000.0,60000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,45.0,0,0,0,0,0,1
10029,274869037,1.0,34.0,1,2.64,0,12,10,0.17852962488155621,60000.0,60000.0,0.0,0,1.0,0.008806643999777047,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,35.0,0,0,0,0,0,1
10030,268951733,3.0,86.0,2,2.64,1,16,9,0.17852962488155621,60000.0,60000.0,0.0,0,1.0,0.008806643999777047,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,2,1,85.0,0,0,0,0,0,1
10031,273638510,2.0,60.0,3,2.64,1,24,23,0.17852962488155621,60000.0,60000.0,0.0,0,1.0,0.008806643999777047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,60.0,0,0,0,1,0,0
10032,244887019,2.0,60.0,2,2.8,1,20,9,0.17852962488155621,60000.0,60000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,60.0,0,0,0,1,0,0
10033,274490607,2.0,70.0,4,2.64,0,14,6,0.17852962488155621,65000.0,65000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,70.0,0,0,0,1,0,0
10034,269678111,2.0,60.0,4,2.8,0,20,9,0.3552198874087286,65000.0,65000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,60.0,0,0,0,0,0,1
10035,220187951,2.0,65.0,2,2.64,1,20,8,0.17852962488155621,65000.0,65000.0,0.0,0,1.0,0.008806643999777047,1,0,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,65.0,0,0,0,0,0,1
10036,273194190,3.0,65.0,4,2.64,0,16,1,0.3552198874087286,70000.0,70000.0,0.0,0,1.0,0.003622986455604481,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,1
10037,270754861,1.0,44.0,2,2.64,1,20,10,0.17852962488155621,70000.0,70000.0,0.0,0,1.0,0.008806643999777047,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,2,2,45.0,0,0,0,0,0,1
